               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 312,            0.015304,           0.0059069,           0.0029896,             0.99801,                   1,               0.995,              0.9552,           0.0071282,           0.0022756,           0.0019106,           0.0038422,           0.0038422,           0.0038422
                 313,            0.015776,           0.0057478,           0.0034903,             0.99797,                   1,               0.995,             0.90758,            0.010792,           0.0025018,           0.0018963,           0.0038224,           0.0038224,           0.0038224
                 314,            0.013531,           0.0051431,            0.002407,             0.99807,                   1,               0.995,             0.95439,           0.0095116,            0.002207,            0.001892,           0.0038026,           0.0038026,           0.0038026
                 315,            0.015789,           0.0053547,           0.0033899,             0.99807,                   1,               0.995,             0.93671,           0.0081417,           0.0024005,            0.001884,           0.0037828,           0.0037828,           0.0037828
                 316,            0.014835,           0.0049805,           0.0024775,             0.99822,                   1,               0.995,             0.95938,            0.010886,           0.0024426,             0.00189,            0.003763,            0.003763,            0.003763
                 317,             0.01581,           0.0059026,           0.0026227,             0.99814,                   1,               0.995,             0.92097,           0.0085632,           0.0022159,           0.0018842,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015421,           0.0059425,           0.0041553,             0.99807,                   1,               0.995,             0.92355,           0.0074057,           0.0022238,           0.0018866,           0.0037234,           0.0037234,           0.0037234
                 319,            0.012722,            0.005668,           0.0025952,             0.99801,                   1,               0.995,             0.91364,            0.009469,           0.0023943,           0.0018736,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015087,            0.006074,           0.0037442,             0.99803,                   1,               0.995,             0.96027,           0.0072633,           0.0022395,           0.0018803,           0.0036838,           0.0036838,           0.0036838
                 321,             0.01329,           0.0055661,           0.0029522,             0.99794,                   1,               0.995,              0.9123,            0.010661,           0.0024085,           0.0018787,            0.003664,            0.003664,            0.003664
                 322,             0.01718,           0.0053009,           0.0028905,             0.98729,                   1,               0.995,             0.92713,           0.0071849,           0.0022187,           0.0018729,           0.0036442,           0.0036442,           0.0036442
                 323,            0.015032,           0.0058292,             0.00255,             0.99782,                   1,               0.995,             0.92131,           0.0096909,           0.0024197,           0.0018756,           0.0036244,           0.0036244,           0.0036244
                 324,            0.017284,            0.004782,           0.0025759,             0.99741,                   1,               0.995,             0.90913,           0.0092402,           0.0024977,           0.0018669,           0.0036046,           0.0036046,           0.0036046
                 325,            0.015033,           0.0060128,           0.0025764,             0.99774,                   1,               0.995,             0.94215,           0.0076769,           0.0022582,           0.0018713,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015813,           0.0040182,           0.0028126,              0.9978,                   1,               0.995,              0.9203,            0.014118,            0.002632,           0.0018611,            0.003565,            0.003565,            0.003565
                 327,            0.017322,           0.0057731,           0.0024934,              0.9977,                   1,               0.995,             0.94944,           0.0081264,           0.0021577,           0.0018748,           0.0035452,           0.0035452,           0.0035452
                 328,            0.014115,           0.0063103,           0.0031847,             0.99766,                   1,               0.995,              0.9414,            0.010366,           0.0023905,           0.0018697,           0.0035254,           0.0035254,           0.0035254
                 329,            0.016132,           0.0062669,           0.0028799,             0.99753,                   1,               0.995,             0.91006,            0.008634,            0.002388,           0.0018746,           0.0035056,           0.0035056,           0.0035056
                 330,            0.014988,           0.0054719,           0.0027847,              0.9976,                   1,               0.995,             0.93485,           0.0077164,           0.0022488,           0.0018686,           0.0034858,           0.0034858,           0.0034858
                 331,            0.013917,           0.0059793,            0.002573,              0.9979,                   1,               0.995,             0.93646,           0.0090135,           0.0023781,           0.0018603,            0.003466,            0.003466,            0.003466
                 332,            0.016067,           0.0063442,           0.0023762,             0.99803,                   1,               0.995,             0.94757,           0.0071385,           0.0022555,           0.0018514,           0.0034462,           0.0034462,           0.0034462
                 333,            0.014234,           0.0060009,           0.0033262,             0.99809,                   1,               0.995,             0.91067,           0.0076127,           0.0022835,           0.0018435,           0.0034264,           0.0034264,           0.0034264
                 334,            0.014251,           0.0057404,           0.0024389,             0.99806,                   1,               0.995,             0.93587,           0.0082714,            0.002301,           0.0018308,           0.0034066,           0.0034066,           0.0034066
                 335,            0.014798,           0.0049833,           0.0027489,             0.99794,                   1,               0.995,             0.92589,           0.0089708,           0.0022722,            0.001825,           0.0033868,           0.0033868,           0.0033868
                 336,            0.015204,           0.0051063,            0.002478,             0.99783,                   1,               0.995,             0.93902,           0.0079771,            0.002238,           0.0018076,            0.003367,            0.003367,            0.003367
                 337,            0.014052,            0.005251,           0.0032157,             0.99777,                   1,               0.995,             0.94664,           0.0070998,           0.0022493,           0.0018019,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014394,           0.0054196,           0.0024083,             0.99796,                   1,               0.995,             0.93601,             0.01113,           0.0023358,           0.0017965,           0.0033274,           0.0033274,           0.0033274
                 339,            0.016342,           0.0047832,           0.0027953,             0.99794,                   1,               0.995,             0.95044,           0.0099008,           0.0022781,           0.0017948,           0.0033076,           0.0033076,           0.0033076
                 340,            0.013982,           0.0059328,           0.0025188,             0.99785,                   1,               0.995,             0.96442,           0.0074633,           0.0021737,           0.0017846,           0.0032878,           0.0032878,           0.0032878
                 341,             0.01356,            0.005135,           0.0023092,             0.99791,                   1,               0.995,              0.9581,            0.010105,           0.0023935,           0.0017757,            0.003268,            0.003268,            0.003268
                 342,            0.014733,           0.0059995,           0.0028531,             0.99802,                   1,               0.995,             0.95285,            0.010446,           0.0024515,            0.001772,           0.0032482,           0.0032482,           0.0032482
                 343,              0.0157,           0.0057293,           0.0030681,              0.9979,                   1,               0.995,             0.93428,           0.0095768,           0.0023663,           0.0017616,           0.0032284,           0.0032284,           0.0032284
                 344,             0.01498,           0.0059304,           0.0028117,             0.99781,                   1,               0.995,              0.9601,           0.0087649,           0.0023376,           0.0017674,           0.0032086,           0.0032086,           0.0032086
                 345,            0.013927,           0.0047753,           0.0025017,             0.99779,                   1,               0.995,              0.9328,           0.0089805,            0.002298,           0.0017491,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016097,           0.0052355,           0.0024014,             0.99767,                   1,               0.995,             0.93635,           0.0078711,           0.0022033,           0.0017534,            0.003169,            0.003169,            0.003169
                 347,            0.014731,           0.0060554,           0.0038813,             0.99772,                   1,               0.995,             0.93426,           0.0072557,           0.0022277,           0.0017472,           0.0031492,           0.0031492,           0.0031492
                 348,            0.012956,           0.0048775,           0.0028004,             0.99769,                   1,               0.995,             0.95042,            0.010125,           0.0022973,           0.0017501,           0.0031294,           0.0031294,           0.0031294
                 349,            0.013941,           0.0048458,           0.0022282,             0.99773,                   1,               0.995,             0.94709,           0.0071964,           0.0022182,            0.001756,           0.0031096,           0.0031096,           0.0031096
                 350,             0.01373,           0.0059381,           0.0026023,             0.99771,                   1,               0.995,             0.94778,           0.0072665,           0.0021531,           0.0017559,           0.0030898,           0.0030898,           0.0030898
                 351,             0.01166,           0.0044199,           0.0023156,              0.9977,                   1,               0.995,             0.93426,           0.0082943,           0.0023621,           0.0017573,             0.00307,             0.00307,             0.00307
                 352,            0.013684,           0.0055305,            0.002393,             0.99775,                   1,               0.995,             0.94844,           0.0068571,           0.0021911,           0.0017574,           0.0030502,           0.0030502,           0.0030502
                 353,            0.013054,           0.0054664,           0.0030137,             0.99779,                   1,               0.995,             0.92591,           0.0087189,           0.0023232,           0.0017593,           0.0030304,           0.0030304,           0.0030304
                 354,            0.012775,           0.0054297,            0.002269,             0.99781,                   1,               0.995,             0.94951,           0.0071494,           0.0021733,           0.0017664,           0.0030106,           0.0030106,           0.0030106
                 355,            0.013265,           0.0046256,           0.0032392,             0.99784,                   1,               0.995,             0.94762,            0.006802,           0.0020999,           0.0017696,           0.0029908,           0.0029908,           0.0029908
                 356,            0.011685,           0.0052286,           0.0029746,             0.99785,                   1,               0.995,             0.93623,           0.0081523,            0.002154,           0.0017646,            0.002971,            0.002971,            0.002971
                 357,            0.013032,           0.0051414,            0.002624,             0.99794,                   1,               0.995,             0.94734,           0.0075392,           0.0021675,           0.0017611,           0.0029512,           0.0029512,           0.0029512
                 358,            0.014524,           0.0051685,            0.002706,               0.998,                   1,               0.995,             0.95623,           0.0063846,           0.0020553,           0.0017599,           0.0029314,           0.0029314,           0.0029314
                 359,            0.011134,           0.0049289,           0.0023168,              0.9981,                   1,               0.995,              0.9539,           0.0071858,           0.0021221,           0.0017558,           0.0029116,           0.0029116,           0.0029116
                 360,            0.012873,           0.0052655,           0.0029684,             0.99816,                   1,               0.995,              0.9676,           0.0063995,           0.0020584,           0.0017551,           0.0028918,           0.0028918,           0.0028918
                 361,            0.011931,           0.0045248,           0.0029414,             0.99807,                   1,               0.995,             0.95386,           0.0072769,           0.0021197,           0.0017439,            0.002872,            0.002872,            0.002872
                 362,            0.012355,           0.0051032,           0.0027149,             0.99796,                   1,               0.995,             0.95737,           0.0077283,            0.002098,           0.0017437,           0.0028522,           0.0028522,           0.0028522
                 363,            0.012204,           0.0052937,           0.0021371,             0.99798,                   1,               0.995,             0.95464,           0.0066159,           0.0020373,           0.0017386,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014164,             0.00517,            0.003133,             0.99802,                   1,               0.995,             0.96323,           0.0079451,           0.0021068,            0.001733,           0.0028126,           0.0028126,           0.0028126
                 365,            0.012941,           0.0049934,           0.0026124,             0.99791,                   1,               0.995,             0.93679,           0.0061453,           0.0019904,           0.0017235,           0.0027928,           0.0027928,           0.0027928
                 366,            0.011577,            0.004696,           0.0023478,             0.99798,                   1,               0.995,             0.96614,           0.0083798,           0.0021517,            0.001712,            0.002773,            0.002773,            0.002773
                 367,             0.01335,            0.004479,           0.0021198,             0.99807,                   1,               0.995,             0.92097,           0.0079767,           0.0021689,           0.0016979,           0.0027532,           0.0027532,           0.0027532
                 368,            0.014335,           0.0059921,           0.0025846,             0.99812,                   1,               0.995,             0.95444,           0.0063991,           0.0019666,           0.0016969,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015014,           0.0055766,           0.0028152,             0.99818,                   1,               0.995,             0.92772,           0.0084276,           0.0021848,           0.0016923,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013186,           0.0055611,           0.0024361,             0.99811,                   1,               0.995,             0.94386,           0.0057407,           0.0019741,           0.0016926,           0.0026938,           0.0026938,           0.0026938
                 371,             0.01242,           0.0050307,           0.0025019,             0.99809,                   1,               0.995,              0.9418,           0.0090824,           0.0021899,           0.0016838,            0.002674,            0.002674,            0.002674
                 372,            0.014414,           0.0050979,           0.0023566,             0.99795,                   1,               0.995,             0.93992,           0.0068771,           0.0020802,           0.0016809,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014311,           0.0049991,           0.0032235,             0.99799,                   1,               0.995,             0.95236,           0.0087922,           0.0020837,           0.0016735,           0.0026344,           0.0026344,           0.0026344
                 374,            0.013879,           0.0048691,           0.0025846,             0.99792,                   1,               0.995,              0.9541,           0.0067608,            0.001998,           0.0016689,           0.0026146,           0.0026146,           0.0026146
                 375,            0.012568,           0.0043894,           0.0021402,             0.99802,                   1,               0.995,             0.94991,           0.0075632,           0.0020551,           0.0016619,           0.0025948,           0.0025948,           0.0025948
                 376,            0.011997,           0.0046931,           0.0021454,             0.99804,                   1,               0.995,             0.93153,           0.0069937,           0.0020309,           0.0016569,            0.002575,            0.002575,            0.002575
                 377,            0.013409,           0.0051091,           0.0033588,             0.99807,                   1,               0.995,             0.95398,           0.0072572,           0.0019946,           0.0016497,           0.0025552,           0.0025552,           0.0025552
                 378,             0.01282,           0.0051024,            0.002041,             0.99794,                   1,               0.995,             0.92683,           0.0079354,           0.0021467,           0.0016471,           0.0025354,           0.0025354,           0.0025354
                 379,            0.012612,           0.0047033,            0.002078,             0.99802,                   1,               0.995,             0.95559,           0.0064723,           0.0019136,           0.0016373,           0.0025156,           0.0025156,           0.0025156
                 380,            0.013111,           0.0043494,           0.0030526,             0.99801,                   1,               0.995,              0.9532,           0.0066375,            0.002004,           0.0016231,           0.0024958,           0.0024958,           0.0024958
                 381,            0.012335,            0.004539,           0.0028737,             0.99811,                   1,               0.995,             0.94988,           0.0085298,            0.002156,           0.0016127,            0.002476,            0.002476,            0.002476
                 382,            0.013913,           0.0050076,           0.0019211,             0.99812,                   1,               0.995,             0.95925,           0.0066345,           0.0019266,           0.0016027,           0.0024562,           0.0024562,           0.0024562
                 383,            0.011672,           0.0050403,           0.0031037,             0.99813,                   1,               0.995,             0.94034,           0.0069017,           0.0019824,           0.0015897,           0.0024364,           0.0024364,           0.0024364
                 384,            0.010911,           0.0047538,           0.0021006,             0.99818,                   1,               0.995,             0.95393,           0.0073481,           0.0019595,           0.0015827,           0.0024166,           0.0024166,           0.0024166
                 385,            0.012187,           0.0049673,           0.0019511,             0.99819,                   1,               0.995,             0.94835,           0.0063773,           0.0019336,           0.0015739,           0.0023968,           0.0023968,           0.0023968
                 386,            0.012006,           0.0050816,           0.0022593,             0.99823,                   1,               0.995,             0.94655,            0.007208,           0.0019726,           0.0015658,            0.002377,            0.002377,            0.002377
                 387,            0.011815,           0.0051833,           0.0022512,             0.99819,                   1,               0.995,             0.94313,            0.006653,           0.0019449,           0.0015534,           0.0023572,           0.0023572,           0.0023572
                 388,            0.012544,           0.0051634,           0.0031545,             0.99813,                   1,               0.995,             0.95688,           0.0062886,           0.0019284,            0.001546,           0.0023374,           0.0023374,           0.0023374
                 389,            0.010398,            0.005095,           0.0021702,             0.99808,                   1,               0.995,             0.95886,           0.0064089,           0.0019376,           0.0015356,           0.0023176,           0.0023176,           0.0023176
                 390,            0.011116,           0.0040836,           0.0018061,             0.99801,                   1,               0.995,             0.93563,           0.0071683,           0.0019831,           0.0015283,           0.0022978,           0.0022978,           0.0022978
                 391,            0.011351,           0.0051715,           0.0018499,             0.99792,                   1,               0.995,             0.97191,           0.0067074,           0.0018672,           0.0015199,            0.002278,            0.002278,            0.002278
                 392,            0.011451,            0.004808,           0.0018749,             0.99792,                   1,               0.995,             0.94211,           0.0070859,           0.0020156,           0.0015142,           0.0022582,           0.0022582,           0.0022582
                 393,            0.011396,           0.0041854,           0.0024702,             0.99791,                   1,               0.995,             0.96094,           0.0066779,           0.0018656,           0.0015118,           0.0022384,           0.0022384,           0.0022384
                 394,            0.011824,           0.0048996,           0.0021195,             0.99789,                   1,               0.995,             0.95069,           0.0068157,           0.0020342,           0.0015081,           0.0022186,           0.0022186,           0.0022186
                 395,            0.011008,           0.0047798,           0.0020015,             0.99786,                   1,               0.995,             0.96113,           0.0061369,           0.0019532,           0.0015077,           0.0021988,           0.0021988,           0.0021988
                 396,            0.010218,           0.0047156,           0.0018637,             0.99784,                   1,               0.995,             0.94335,           0.0064451,           0.0020566,           0.0015049,            0.002179,            0.002179,            0.002179
                 397,            0.011155,           0.0043692,           0.0021541,             0.99781,                   1,               0.995,             0.95857,            0.006013,           0.0020131,           0.0015022,           0.0021592,           0.0021592,           0.0021592
                 398,            0.011011,           0.0053401,           0.0022656,             0.99786,                   1,               0.995,             0.95206,           0.0058682,           0.0019971,           0.0015003,           0.0021394,           0.0021394,           0.0021394
                 399,            0.011029,           0.0046024,            0.002053,              0.9979,                   1,               0.995,             0.96906,           0.0058836,           0.0019435,           0.0014986,           0.0021196,           0.0021196,           0.0021196
                 400,            0.010261,           0.0043477,           0.0020078,              0.9979,                   1,               0.995,             0.94377,           0.0062119,            0.002073,           0.0015002,           0.0020998,           0.0020998,           0.0020998
                 401,            0.011401,           0.0051095,           0.0021475,             0.99793,                   1,               0.995,             0.97126,            0.006067,           0.0019977,           0.0014961,             0.00208,             0.00208,             0.00208
                 402,            0.011101,           0.0046265,           0.0019412,             0.99795,                   1,               0.995,              0.9541,           0.0064195,           0.0020972,           0.0014916,           0.0020602,           0.0020602,           0.0020602
                 403,             0.01181,           0.0049419,           0.0023125,             0.99793,                   1,               0.995,             0.96804,           0.0056489,           0.0019756,           0.0014892,           0.0020404,           0.0020404,           0.0020404
                 404,            0.012201,           0.0045808,           0.0027962,             0.99795,                   1,               0.995,             0.95011,            0.006142,           0.0020942,           0.0014881,           0.0020206,           0.0020206,           0.0020206
                 405,            0.011399,           0.0048505,           0.0026171,             0.99796,                   1,               0.995,             0.96119,           0.0063141,           0.0019618,           0.0014874,           0.0020008,           0.0020008,           0.0020008
                 406,            0.011173,           0.0043921,            0.002179,             0.99795,                   1,               0.995,               0.968,           0.0052793,           0.0018915,           0.0014833,            0.001981,            0.001981,            0.001981
                 407,           0.0097366,           0.0047456,           0.0019313,             0.99793,                   1,               0.995,             0.95606,           0.0061132,            0.001954,           0.0014787,           0.0019612,           0.0019612,           0.0019612
                 408,            0.010372,           0.0045947,           0.0019251,             0.99794,                   1,               0.995,             0.94418,           0.0059639,           0.0020019,            0.001473,           0.0019414,           0.0019414,           0.0019414
                 409,            0.010848,           0.0050402,           0.0020572,             0.99795,                   1,               0.995,             0.95915,           0.0058102,            0.001896,           0.0014675,           0.0019216,           0.0019216,           0.0019216
                 410,            0.011047,           0.0057819,           0.0027747,             0.99795,                   1,               0.995,             0.94619,            0.006327,           0.0020465,           0.0014631,           0.0019018,           0.0019018,           0.0019018
                 411,            0.011348,           0.0047465,           0.0018428,             0.99795,                   1,               0.995,             0.95837,           0.0055006,           0.0019055,           0.0014573,            0.001882,            0.001882,            0.001882
                 412,           0.0094845,           0.0041159,           0.0018581,             0.99797,                   1,               0.995,              0.9565,           0.0056315,           0.0019183,           0.0014513,           0.0018622,           0.0018622,           0.0018622
                 413,            0.010184,           0.0045237,           0.0019561,             0.99798,                   1,               0.995,             0.95554,           0.0058347,           0.0019103,           0.0014485,           0.0018424,           0.0018424,           0.0018424
                 414,            0.009208,           0.0043388,           0.0019597,             0.99798,                   1,               0.995,             0.96378,           0.0051809,           0.0018564,           0.0014405,           0.0018226,           0.0018226,           0.0018226
                 415,           0.0099713,           0.0041775,           0.0020356,               0.998,                   1,               0.995,             0.96529,           0.0051827,           0.0018438,           0.0014345,           0.0018028,           0.0018028,           0.0018028
                 416,           0.0099985,           0.0042925,           0.0024578,             0.99799,                   1,               0.995,             0.97451,           0.0052484,           0.0018765,            0.001425,            0.001783,            0.001783,            0.001783
                 417,           0.0098096,           0.0042679,           0.0019154,             0.99799,                   1,               0.995,             0.96894,           0.0056863,           0.0018266,           0.0014152,           0.0017632,           0.0017632,           0.0017632
                 418,            0.010235,            0.004339,           0.0017301,             0.99798,                   1,               0.995,             0.95922,           0.0062602,           0.0019826,           0.0014067,           0.0017434,           0.0017434,           0.0017434
                 419,            0.009795,           0.0042941,           0.0017221,             0.99801,                   1,               0.995,             0.97253,           0.0052083,           0.0018422,           0.0013996,           0.0017236,           0.0017236,           0.0017236
                 420,            0.010212,           0.0053048,           0.0019394,             0.99804,                   1,               0.995,             0.97401,           0.0056244,           0.0018371,           0.0013909,           0.0017038,           0.0017038,           0.0017038
                 421,            0.011367,           0.0055214,           0.0022757,               0.998,                   1,               0.995,             0.95968,           0.0060483,           0.0019731,           0.0013851,            0.001684,            0.001684,            0.001684
                 422,            0.010843,           0.0042148,           0.0035629,             0.99802,                   1,               0.995,             0.96839,           0.0055244,           0.0019111,           0.0013749,           0.0016642,           0.0016642,           0.0016642
                 423,            0.010351,           0.0043363,           0.0018823,             0.99797,                   1,               0.995,             0.97577,           0.0053555,           0.0018736,           0.0013667,           0.0016444,           0.0016444,           0.0016444
                 424,           0.0092777,           0.0050509,           0.0019542,             0.99795,                   1,               0.995,             0.96793,           0.0064678,           0.0019802,           0.0013607,           0.0016246,           0.0016246,           0.0016246
                 425,            0.012308,           0.0052644,           0.0033905,             0.99792,                   1,               0.995,             0.97205,            0.005105,           0.0019224,           0.0013561,           0.0016048,           0.0016048,           0.0016048
                 426,            0.010463,            0.005227,           0.0022231,              0.9979,                   1,               0.995,             0.96356,            0.005245,            0.001984,             0.00135,            0.001585,            0.001585,            0.001585
                 427,           0.0099487,           0.0051028,           0.0017375,             0.99788,                   1,               0.995,             0.96361,           0.0049751,           0.0019717,           0.0013455,           0.0015652,           0.0015652,           0.0015652
                 428,           0.0095173,           0.0046702,           0.0019636,             0.99789,                   1,               0.995,             0.96037,            0.005928,           0.0021071,           0.0013406,           0.0015454,           0.0015454,           0.0015454
                 429,            0.010444,           0.0050527,           0.0018771,             0.99787,                   1,               0.995,             0.96602,           0.0049114,           0.0020066,           0.0013356,           0.0015256,           0.0015256,           0.0015256
                 430,           0.0090122,           0.0045114,           0.0021199,             0.99785,                   1,               0.995,             0.96237,           0.0053171,           0.0020255,           0.0013274,           0.0015058,           0.0015058,           0.0015058
                 431,           0.0089344,           0.0041663,           0.0017459,             0.99781,                   1,               0.995,             0.96916,           0.0053338,           0.0020054,           0.0013191,            0.001486,            0.001486,            0.001486
                 432,             0.01055,           0.0055375,           0.0027684,             0.99782,                   1,               0.995,             0.96386,           0.0051474,           0.0019676,           0.0013115,           0.0014662,           0.0014662,           0.0014662
                 433,           0.0094241,           0.0044029,            0.001718,             0.99781,                   1,               0.995,             0.96725,           0.0049541,           0.0019047,           0.0013065,           0.0014464,           0.0014464,           0.0014464
                 434,            0.010307,           0.0048301,           0.0017871,             0.99784,                   1,               0.995,             0.94734,           0.0060913,           0.0019991,           0.0013006,           0.0014266,           0.0014266,           0.0014266
                 435,            0.010824,           0.0045397,           0.0028413,             0.99782,                   1,               0.995,             0.97414,           0.0048928,           0.0018765,           0.0012975,           0.0014068,           0.0014068,           0.0014068
                 436,           0.0099294,           0.0047498,           0.0018467,             0.99781,                   1,               0.995,             0.95886,           0.0054021,           0.0019226,           0.0012934,            0.001387,            0.001387,            0.001387
                 437,           0.0097157,           0.0037528,           0.0018767,             0.99779,                   1,               0.995,             0.98062,            0.004787,           0.0018695,           0.0012897,           0.0013672,           0.0013672,           0.0013672
                 438,             0.00869,           0.0040346,           0.0020335,             0.99778,                   1,               0.995,              0.9698,            0.005248,           0.0018411,           0.0012827,           0.0013474,           0.0013474,           0.0013474
                 439,           0.0097238,           0.0044465,           0.0019114,              0.9978,                   1,               0.995,             0.96001,           0.0050164,           0.0018651,            0.001278,           0.0013276,           0.0013276,           0.0013276
                 440,            0.010351,           0.0046681,           0.0023811,             0.99779,                   1,               0.995,             0.96988,            0.004728,           0.0018102,            0.001274,           0.0013078,           0.0013078,           0.0013078
                 441,           0.0088933,           0.0050077,           0.0018807,              0.9978,                   1,               0.995,             0.97034,           0.0047624,           0.0018012,           0.0012705,            0.001288,            0.001288,            0.001288
                 442,           0.0095349,           0.0037575,           0.0020245,             0.99783,                   1,               0.995,             0.96565,           0.0050563,           0.0018112,            0.001263,           0.0012682,           0.0012682,           0.0012682
                 443,           0.0088739,           0.0051206,           0.0017831,             0.99784,                   1,               0.995,              0.9717,           0.0047366,           0.0017605,           0.0012577,           0.0012484,           0.0012484,           0.0012484
                 444,           0.0085536,           0.0041622,           0.0016847,             0.99783,                   1,               0.995,             0.96225,           0.0049874,           0.0017758,           0.0012501,           0.0012286,           0.0012286,           0.0012286
                 445,           0.0092142,           0.0042884,           0.0028473,             0.99783,                   1,               0.995,             0.97333,           0.0048441,           0.0017591,            0.001244,           0.0012088,           0.0012088,           0.0012088
                 446,           0.0084822,           0.0046636,           0.0017872,             0.99786,                   1,               0.995,             0.96895,            0.004865,            0.001747,           0.0012382,            0.001189,            0.001189,            0.001189
                 447,           0.0083908,           0.0034548,           0.0017384,             0.99784,                   1,               0.995,             0.98045,           0.0049536,           0.0017685,           0.0012335,           0.0011692,           0.0011692,           0.0011692
                 448,            0.009013,           0.0046656,           0.0016198,             0.99783,                   1,               0.995,             0.97726,              0.0048,           0.0017582,           0.0012286,           0.0011494,           0.0011494,           0.0011494
                 449,           0.0088414,           0.0043911,           0.0020274,             0.99786,                   1,               0.995,             0.97414,           0.0045856,           0.0017202,           0.0012232,           0.0011296,           0.0011296,           0.0011296
                 450,           0.0090545,           0.0036734,           0.0015923,             0.99781,                   1,               0.995,             0.97253,           0.0050942,           0.0017769,           0.0012162,           0.0011098,           0.0011098,           0.0011098
                 451,           0.0092945,             0.00459,           0.0015845,             0.99784,                   1,               0.995,             0.96481,            0.004954,           0.0017393,           0.0012088,             0.00109,             0.00109,             0.00109
                 452,           0.0087179,           0.0039572,           0.0014932,             0.99785,                   1,               0.995,             0.97441,           0.0049013,           0.0017447,           0.0011998,           0.0010702,           0.0010702,           0.0010702
                 453,           0.0082694,           0.0041969,           0.0014805,             0.99789,                   1,               0.995,             0.97194,             0.00473,           0.0017121,           0.0011948,           0.0010504,           0.0010504,           0.0010504
                 454,           0.0080881,           0.0043853,           0.0016089,             0.99788,                   1,               0.995,             0.97704,           0.0046952,            0.001736,           0.0011882,           0.0010306,           0.0010306,           0.0010306
                 455,           0.0087101,           0.0045264,            0.001706,             0.99788,                   1,               0.995,             0.97721,           0.0047185,           0.0017169,           0.0011812,           0.0010108,           0.0010108,           0.0010108
                 456,           0.0084331,           0.0047698,            0.001609,             0.99789,                   1,               0.995,             0.97799,           0.0044815,           0.0016918,           0.0011743,            0.000991,            0.000991,            0.000991
                 457,           0.0077999,           0.0036291,           0.0017289,              0.9979,                   1,               0.995,             0.96149,           0.0047916,           0.0017188,           0.0011679,           0.0009712,           0.0009712,           0.0009712
                 458,           0.0090595,           0.0041164,           0.0018493,             0.99788,                   1,               0.995,              0.9773,            0.004442,            0.001673,           0.0011612,           0.0009514,           0.0009514,           0.0009514
                 459,           0.0085552,           0.0043409,           0.0019781,             0.99789,                   1,               0.995,             0.97959,           0.0046171,           0.0016812,           0.0011549,           0.0009316,           0.0009316,           0.0009316
                 460,           0.0080578,           0.0041984,            0.001611,             0.99789,                   1,               0.995,             0.97592,           0.0045376,           0.0016824,           0.0011517,           0.0009118,           0.0009118,           0.0009118
                 461,           0.0081006,           0.0046212,           0.0014703,              0.9979,                   1,               0.995,               0.979,           0.0044787,           0.0016695,           0.0011467,            0.000892,            0.000892,            0.000892
                 462,           0.0084573,            0.003785,           0.0014817,             0.99793,                   1,               0.995,             0.97636,           0.0045124,           0.0016832,           0.0011426,           0.0008722,           0.0008722,           0.0008722
                 463,           0.0089948,           0.0046373,           0.0016646,             0.99794,                   1,               0.995,             0.97535,           0.0046481,           0.0017294,           0.0011382,           0.0008524,           0.0008524,           0.0008524
                 464,           0.0083369,           0.0041977,           0.0014602,             0.99793,                   1,               0.995,             0.97702,           0.0046421,           0.0017094,           0.0011337,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0081511,            0.003348,           0.0013387,             0.99793,                   1,               0.995,             0.97667,           0.0044802,           0.0017117,           0.0011288,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0080194,           0.0043748,           0.0015582,             0.99796,                   1,               0.995,             0.98144,           0.0043596,           0.0017035,           0.0011264,            0.000793,            0.000793,            0.000793
                 467,           0.0073286,           0.0047032,           0.0015375,             0.99795,                   1,               0.995,             0.97934,           0.0044352,           0.0017286,           0.0011242,           0.0007732,           0.0007732,           0.0007732
                 468,           0.0083448,           0.0043798,           0.0015897,             0.99794,                   1,               0.995,             0.97523,           0.0043792,            0.001735,           0.0011215,           0.0007534,           0.0007534,           0.0007534
                 469,           0.0074505,           0.0035352,           0.0016261,             0.99796,                   1,               0.995,               0.974,           0.0044532,           0.0017571,           0.0011166,           0.0007336,           0.0007336,           0.0007336
                 470,           0.0078497,           0.0044418,           0.0020312,             0.99798,                   1,               0.995,             0.97589,           0.0044438,           0.0017622,           0.0011133,           0.0007138,           0.0007138,           0.0007138
                 471,           0.0080571,           0.0045275,           0.0017127,               0.998,                   1,               0.995,             0.97341,           0.0044628,           0.0017673,           0.0011093,            0.000694,            0.000694,            0.000694
                 472,           0.0079485,           0.0041707,           0.0018613,             0.99799,                   1,               0.995,             0.97732,            0.004476,           0.0017683,           0.0011039,           0.0006742,           0.0006742,           0.0006742
