               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.025384,           0.0071819,           0.0044609,             0.99725,                   1,               0.995,             0.85648,            0.014289,           0.0031915,           0.0026439,           0.0070498,           0.0070498,           0.0070498
                 151,            0.026013,           0.0078702,           0.0051867,              0.9968,                   1,               0.995,             0.84968,            0.015593,           0.0032435,            0.002649,             0.00703,             0.00703,             0.00703
                 152,            0.021679,           0.0072264,           0.0061695,             0.99726,                   1,               0.995,             0.75642,             0.01958,           0.0034635,           0.0026834,           0.0070102,           0.0070102,           0.0070102
                 153,            0.027449,           0.0074854,           0.0040416,             0.99789,                   1,               0.995,             0.84003,            0.015327,           0.0032457,           0.0026333,           0.0069904,           0.0069904,           0.0069904
                 154,            0.027326,           0.0075867,            0.003561,               0.998,                   1,               0.995,             0.87144,             0.01756,           0.0031523,            0.002638,           0.0069706,           0.0069706,           0.0069706
                 155,            0.027856,           0.0067832,           0.0050682,             0.99731,                   1,               0.995,              0.8163,            0.020704,           0.0034282,            0.002582,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027591,           0.0070848,           0.0035735,             0.99676,                   1,               0.995,             0.84296,            0.018826,           0.0033836,           0.0026547,            0.006931,            0.006931,            0.006931
                 157,            0.028391,           0.0069174,           0.0045224,             0.99707,                   1,               0.995,             0.85221,            0.015157,           0.0032137,           0.0026355,           0.0069112,           0.0069112,           0.0069112
                 158,            0.024734,           0.0085134,            0.004726,             0.99649,                   1,               0.995,             0.85775,             0.01337,           0.0032237,           0.0026938,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023642,           0.0070559,           0.0048469,             0.99676,                   1,               0.995,             0.88834,             0.01693,           0.0032175,           0.0027161,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023765,           0.0074929,           0.0050291,             0.99653,                   1,               0.995,             0.82385,             0.01421,           0.0032559,           0.0027905,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023361,           0.0068064,            0.004811,             0.99665,                   1,               0.995,             0.90011,            0.014687,           0.0032597,           0.0028571,            0.006832,            0.006832,            0.006832
                 162,            0.023181,           0.0077346,           0.0043531,             0.99653,                   1,               0.995,             0.84534,            0.016129,            0.003251,           0.0029505,           0.0068122,           0.0068122,           0.0068122
                 163,             0.02402,           0.0083372,           0.0051206,             0.99608,                   1,               0.995,             0.87369,            0.016958,           0.0033146,           0.0030131,           0.0067924,           0.0067924,           0.0067924
                 164,            0.026703,           0.0075422,           0.0051664,              0.9971,                   1,               0.995,             0.82299,            0.017317,           0.0032286,           0.0029866,           0.0067726,           0.0067726,           0.0067726
                 165,            0.025851,           0.0069929,           0.0056054,             0.99669,                   1,               0.995,             0.79858,            0.017331,           0.0033863,           0.0030514,           0.0067528,           0.0067528,           0.0067528
                 166,            0.025421,           0.0064255,           0.0052947,             0.99613,                   1,               0.995,             0.88324,            0.012928,             0.00325,           0.0029797,            0.006733,            0.006733,            0.006733
                 167,            0.023378,           0.0074312,           0.0048248,             0.99311,                   1,               0.995,             0.83101,            0.023664,           0.0033398,           0.0029666,           0.0067132,           0.0067132,           0.0067132
                 168,            0.032643,            0.008303,           0.0041195,             0.99534,                   1,               0.995,             0.83408,            0.017768,           0.0032521,           0.0028897,           0.0066934,           0.0066934,           0.0066934
                 169,            0.028559,           0.0070016,           0.0049025,             0.99579,                   1,               0.995,             0.77868,            0.016164,           0.0032471,           0.0029144,           0.0066736,           0.0066736,           0.0066736
                 170,            0.026051,           0.0068968,           0.0059766,             0.99546,                   1,               0.995,             0.85704,              0.0147,           0.0032197,           0.0028718,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023791,           0.0072254,           0.0054077,             0.99609,                   1,               0.995,             0.85586,            0.015167,            0.003334,           0.0028665,            0.006634,            0.006634,            0.006634
                 172,            0.022591,           0.0070099,           0.0041515,             0.99605,                   1,               0.995,             0.80242,            0.017171,           0.0033627,           0.0028063,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025275,           0.0077765,           0.0042466,             0.99657,                   1,               0.995,             0.88652,            0.015931,           0.0033003,           0.0027683,           0.0065944,           0.0065944,           0.0065944
                 174,            0.023938,            0.007561,           0.0042188,             0.99687,                   1,               0.995,             0.80118,            0.013182,           0.0031793,           0.0027006,           0.0065746,           0.0065746,           0.0065746
                 175,            0.022947,           0.0067865,           0.0043963,             0.99715,                   1,               0.995,             0.82507,            0.018081,           0.0033596,           0.0027456,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022041,           0.0075294,           0.0053233,             0.99737,                   1,               0.995,             0.86057,            0.015478,           0.0030307,           0.0026748,            0.006535,            0.006535,            0.006535
                 177,            0.027463,           0.0074897,           0.0043101,             0.99591,                   1,               0.995,             0.78302,            0.017055,           0.0032876,           0.0026963,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023764,           0.0060642,           0.0036927,              0.9524,                   1,             0.97286,             0.80498,            0.017823,           0.0030697,           0.0025871,           0.0064954,           0.0064954,           0.0064954
                 179,            0.026705,           0.0071591,           0.0043936,              0.9978,                   1,               0.995,             0.84023,            0.013921,           0.0029777,           0.0026132,           0.0064756,           0.0064756,           0.0064756
                 180,            0.024721,           0.0076225,           0.0039868,             0.99791,                   1,               0.995,             0.83061,            0.016729,           0.0030773,           0.0025699,           0.0064558,           0.0064558,           0.0064558
                 181,            0.027115,           0.0071709,           0.0040261,             0.99804,                   1,               0.995,             0.81293,            0.019542,           0.0032619,           0.0026045,            0.006436,            0.006436,            0.006436
                 182,            0.023933,           0.0072452,            0.003786,             0.99757,                   1,               0.995,             0.86252,            0.014491,            0.002905,           0.0025886,           0.0064162,           0.0064162,           0.0064162
                 183,            0.024763,           0.0083219,           0.0038133,             0.99764,                   1,               0.995,             0.83964,            0.016389,           0.0029581,           0.0025917,           0.0063964,           0.0063964,           0.0063964
                 184,            0.023406,           0.0064716,           0.0049198,             0.99742,                   1,               0.995,              0.7705,            0.017541,           0.0031477,           0.0025683,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027945,           0.0070039,            0.003914,             0.99772,                   1,               0.995,             0.91138,            0.014756,           0.0029093,           0.0025947,           0.0063568,           0.0063568,           0.0063568
                 186,            0.024005,           0.0067394,           0.0057912,             0.99739,                   1,               0.995,             0.80444,            0.013121,           0.0029769,           0.0025909,            0.006337,            0.006337,            0.006337
                 187,            0.022057,           0.0059354,           0.0039655,             0.99756,                   1,               0.995,             0.88985,            0.014552,           0.0028485,           0.0026425,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021957,           0.0073041,           0.0050257,             0.99731,                   1,               0.995,             0.88285,            0.013355,           0.0028461,           0.0026162,           0.0062974,           0.0062974,           0.0062974
                 189,            0.020343,           0.0073101,           0.0043753,              0.9974,                   1,               0.995,             0.83648,            0.012941,           0.0029046,           0.0026118,           0.0062776,           0.0062776,           0.0062776
                 190,            0.023245,           0.0059869,           0.0034846,             0.99755,                   1,               0.995,              0.8835,            0.016037,           0.0028558,           0.0025448,           0.0062578,           0.0062578,           0.0062578
                 191,            0.027634,           0.0068152,           0.0033589,             0.99792,                   1,               0.995,             0.81034,            0.012336,           0.0028603,           0.0025702,            0.006238,            0.006238,            0.006238
                 192,            0.021026,           0.0066204,           0.0038031,             0.99792,                   1,               0.995,              0.8666,            0.012564,           0.0029651,           0.0025422,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020478,           0.0074411,           0.0039851,             0.99773,                   1,               0.995,             0.85853,            0.016159,             0.00304,           0.0025276,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024168,           0.0071627,            0.004032,             0.99754,                   1,               0.995,             0.81888,            0.016068,           0.0030182,           0.0024902,           0.0061786,           0.0061786,           0.0061786
                 195,            0.024398,           0.0074226,           0.0034971,             0.99753,                   1,               0.995,             0.85017,            0.014692,           0.0031024,           0.0025258,           0.0061588,           0.0061588,           0.0061588
                 196,            0.023098,           0.0071493,           0.0042098,             0.99784,                   1,               0.995,             0.87062,            0.012623,           0.0030444,           0.0025246,            0.006139,            0.006139,            0.006139
                 197,            0.020915,           0.0072455,           0.0042138,             0.99766,                   1,               0.995,             0.87423,            0.015213,           0.0030173,           0.0025319,           0.0061192,           0.0061192,           0.0061192
                 198,            0.024295,           0.0062306,           0.0038058,             0.99556,                   1,               0.995,             0.84331,            0.014311,           0.0029172,           0.0025468,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021248,           0.0076146,           0.0040377,             0.99695,                   1,               0.995,             0.90496,            0.012557,           0.0028234,           0.0025555,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022367,           0.0067125,           0.0038961,             0.99652,                   1,               0.995,             0.81995,            0.016097,           0.0031734,           0.0025268,           0.0060598,           0.0060598,           0.0060598
                 201,            0.022475,           0.0070311,           0.0042846,             0.99648,                   1,               0.995,             0.92355,            0.012909,           0.0027684,           0.0025281,             0.00604,             0.00604,             0.00604
                 202,            0.022807,           0.0075513,           0.0035385,             0.99593,                   1,               0.995,               0.833,            0.013402,           0.0030734,           0.0025278,           0.0060202,           0.0060202,           0.0060202
                 203,             0.01838,           0.0059426,           0.0036128,             0.99656,                   1,               0.995,             0.90167,            0.013838,           0.0028215,           0.0025152,           0.0060004,           0.0060004,           0.0060004
                 204,            0.020871,           0.0059314,           0.0046153,             0.99435,                   1,               0.995,             0.90457,            0.013477,           0.0029263,           0.0025296,           0.0059806,           0.0059806,           0.0059806
                 205,            0.021502,           0.0063293,           0.0034635,              0.9978,                   1,               0.995,              0.8488,            0.016067,           0.0028849,            0.002515,           0.0059608,           0.0059608,           0.0059608
                 206,            0.023372,           0.0070037,           0.0033863,              0.9977,                   1,               0.995,             0.89889,            0.013639,           0.0028398,           0.0025772,            0.005941,            0.005941,            0.005941
                 207,            0.022743,           0.0060712,           0.0044955,             0.99734,                   1,               0.995,             0.87895,            0.017147,           0.0030567,           0.0026207,           0.0059212,           0.0059212,           0.0059212
                 208,            0.025273,           0.0060756,           0.0054706,             0.99775,                   1,               0.995,             0.78651,            0.018578,           0.0031569,           0.0027018,           0.0059014,           0.0059014,           0.0059014
                 209,            0.025332,           0.0060215,           0.0042116,              0.9976,                   1,               0.995,             0.91216,            0.010237,           0.0027277,           0.0026949,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021808,           0.0062176,           0.0038917,             0.99762,                   1,               0.995,             0.82986,            0.018221,           0.0031625,           0.0027635,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024517,           0.0064652,           0.0046078,             0.99765,                   1,               0.995,             0.87798,            0.012621,           0.0029455,           0.0027136,            0.005842,            0.005842,            0.005842
                 212,            0.027888,           0.0066819,           0.0045543,             0.99741,                   1,               0.995,             0.83822,            0.017958,           0.0030409,           0.0027182,           0.0058222,           0.0058222,           0.0058222
                 213,            0.023333,           0.0063568,           0.0047384,             0.99757,                   1,               0.995,             0.88802,            0.011563,           0.0027319,            0.002662,           0.0058024,           0.0058024,           0.0058024
                 214,            0.018499,            0.006492,           0.0036873,             0.99733,                   1,               0.995,             0.86077,            0.015875,           0.0028664,           0.0026349,           0.0057826,           0.0057826,           0.0057826
                 215,            0.019468,           0.0066644,           0.0037362,             0.99776,                   1,               0.995,             0.88041,            0.013492,           0.0030245,           0.0025861,           0.0057628,           0.0057628,           0.0057628
                 216,             0.02302,           0.0073868,            0.003803,             0.99774,                   1,               0.995,             0.90872,            0.013898,           0.0028657,           0.0025549,            0.005743,            0.005743,            0.005743
                 217,             0.02152,           0.0064248,           0.0035863,              0.9977,                   1,               0.995,             0.82459,            0.013558,           0.0030072,           0.0025046,           0.0057232,           0.0057232,           0.0057232
                 218,            0.022259,           0.0072184,           0.0037223,             0.99756,                   1,               0.995,             0.88746,            0.016536,           0.0030746,           0.0025081,           0.0057034,           0.0057034,           0.0057034
                 219,            0.026376,           0.0064623,           0.0054048,             0.99731,                   1,               0.995,             0.83297,            0.016096,           0.0029727,           0.0024638,           0.0056836,           0.0056836,           0.0056836
                 220,            0.025825,           0.0069989,           0.0032544,             0.99691,                   1,               0.995,               0.889,            0.010085,           0.0027406,            0.002468,           0.0056638,           0.0056638,           0.0056638
                 221,            0.018575,           0.0061718,           0.0036783,             0.99728,                   1,               0.995,             0.87616,            0.015311,           0.0030869,            0.002424,            0.005644,            0.005644,            0.005644
                 222,            0.022861,           0.0060815,           0.0042787,             0.99698,                   1,               0.995,             0.85461,            0.012258,           0.0028121,           0.0024245,           0.0056242,           0.0056242,           0.0056242
                 223,            0.020213,           0.0069603,           0.0034669,              0.9974,                   1,               0.995,             0.85295,             0.01195,           0.0028708,            0.002384,           0.0056044,           0.0056044,           0.0056044
                 224,             0.01992,           0.0074876,            0.004417,             0.99748,                   1,               0.995,              0.9138,            0.012478,           0.0029139,           0.0023797,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020272,           0.0065518,           0.0033167,             0.99771,                   1,               0.995,             0.80034,            0.015759,           0.0030705,           0.0023382,           0.0055648,           0.0055648,           0.0055648
                 226,            0.023042,           0.0056542,            0.003429,             0.99771,                   1,               0.995,              0.8714,            0.014868,           0.0030606,           0.0023421,            0.005545,            0.005545,            0.005545
                 227,            0.021374,           0.0063502,           0.0035698,             0.99768,                   1,               0.995,             0.91042,            0.010052,           0.0027703,           0.0023269,           0.0055252,           0.0055252,           0.0055252
                 228,            0.019905,           0.0063301,           0.0049338,             0.99783,                   1,               0.995,             0.85142,            0.013915,           0.0027244,           0.0023006,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020767,           0.0063656,           0.0033734,             0.99774,                   1,               0.995,             0.82679,            0.013532,           0.0028502,           0.0022617,           0.0054856,           0.0054856,           0.0054856
                 230,            0.019577,           0.0063718,           0.0038511,             0.99781,                   1,               0.995,             0.88824,            0.012361,            0.002754,           0.0022518,           0.0054658,           0.0054658,           0.0054658
                 231,            0.021504,           0.0066311,            0.003298,             0.99775,                   1,               0.995,             0.86883,            0.014639,           0.0029377,           0.0022275,            0.005446,            0.005446,            0.005446
                 232,            0.021922,           0.0059661,           0.0034281,             0.99775,                   1,               0.995,             0.88114,            0.011424,           0.0027832,           0.0022247,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020357,           0.0058185,           0.0044937,             0.99794,                   1,               0.995,             0.84233,            0.015793,            0.002981,           0.0022287,           0.0054064,           0.0054064,           0.0054064
                 234,            0.021442,           0.0070665,           0.0035799,             0.99775,                   1,               0.995,             0.88783,            0.015058,           0.0027911,           0.0022506,           0.0053866,           0.0053866,           0.0053866
                 235,            0.023678,           0.0066159,           0.0034327,             0.99781,                   1,               0.995,             0.84363,            0.012042,           0.0028585,           0.0022325,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020459,           0.0060048,           0.0036415,             0.99775,                   1,               0.995,              0.9167,            0.012182,           0.0027246,           0.0022599,            0.005347,            0.005347,            0.005347
                 237,            0.019715,           0.0068489,           0.0033637,             0.99781,                   1,               0.995,             0.87805,            0.011713,           0.0029233,            0.002255,           0.0053272,           0.0053272,           0.0053272
                 238,            0.021609,           0.0062075,           0.0033108,             0.99779,                   1,               0.995,             0.84288,            0.015049,           0.0029257,           0.0022928,           0.0053074,           0.0053074,           0.0053074
                 239,            0.019666,            0.006265,           0.0030993,             0.99795,                   1,               0.995,             0.88927,           0.0093231,           0.0027822,           0.0022848,           0.0052876,           0.0052876,           0.0052876
                 240,            0.017804,           0.0062698,           0.0036235,             0.99794,                   1,               0.995,             0.85846,            0.017294,           0.0029834,           0.0022978,           0.0052678,           0.0052678,           0.0052678
                 241,            0.022059,           0.0062415,           0.0030758,             0.99779,                   1,               0.995,             0.93388,            0.011214,           0.0028723,           0.0022998,            0.005248,            0.005248,            0.005248
                 242,            0.018833,           0.0053289,           0.0034696,               0.998,                   1,               0.995,              0.8942,            0.012016,            0.002705,           0.0022914,           0.0052282,           0.0052282,           0.0052282
                 243,             0.01788,           0.0061086,           0.0038574,             0.99798,                   1,               0.995,             0.90302,            0.010995,           0.0027196,           0.0022666,           0.0052084,           0.0052084,           0.0052084
                 244,            0.019114,           0.0056151,           0.0031412,              0.9978,                   1,               0.995,             0.86261,            0.012731,           0.0027632,           0.0022911,           0.0051886,           0.0051886,           0.0051886
                 245,            0.018361,           0.0059042,           0.0042261,             0.99758,                   1,               0.995,             0.92141,            0.010317,           0.0026766,           0.0022653,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019562,           0.0058521,           0.0035929,             0.99698,                   1,               0.995,              0.8982,            0.012548,            0.002947,           0.0022798,            0.005149,            0.005149,            0.005149
                 247,            0.019288,           0.0067142,           0.0040642,             0.99703,                   1,               0.995,             0.89037,            0.010456,           0.0027605,           0.0022688,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017347,           0.0060942,           0.0033777,             0.99718,                   1,               0.995,             0.91148,            0.011627,           0.0027153,           0.0022746,           0.0051094,           0.0051094,           0.0051094
                 249,            0.019722,           0.0056829,           0.0035435,             0.99707,                   1,               0.995,             0.84006,            0.015628,            0.002963,           0.0022728,           0.0050896,           0.0050896,           0.0050896
                 250,            0.025044,           0.0071216,           0.0031086,             0.99741,                   1,               0.995,              0.9391,            0.008561,           0.0026072,           0.0022988,           0.0050698,           0.0050698,           0.0050698
                 251,            0.016779,           0.0054364,           0.0052143,             0.99751,                   1,               0.995,             0.90583,            0.010918,           0.0027097,           0.0022948,             0.00505,             0.00505,             0.00505
                 252,            0.016861,            0.005633,           0.0033984,             0.99788,                   1,               0.995,              0.9157,            0.012022,           0.0026749,            0.002301,           0.0050302,           0.0050302,           0.0050302
                 253,            0.019322,           0.0056414,           0.0032183,              0.9979,                   1,               0.995,             0.90697,            0.010226,           0.0027096,           0.0022919,           0.0050104,           0.0050104,           0.0050104
                 254,            0.015495,           0.0068949,           0.0033291,             0.99788,                   1,               0.995,             0.90804,            0.011793,           0.0027087,           0.0022855,           0.0049906,           0.0049906,           0.0049906
                 255,            0.018984,           0.0065289,            0.003464,              0.9977,                   1,               0.995,             0.88743,           0.0092776,           0.0026312,           0.0022814,           0.0049708,           0.0049708,           0.0049708
                 256,            0.017616,            0.006755,           0.0037711,             0.99729,                   1,               0.995,             0.92032,            0.012515,           0.0026642,           0.0022811,            0.004951,            0.004951,            0.004951
                 257,            0.017395,           0.0061236,           0.0036419,              0.9975,                   1,               0.995,             0.90529,           0.0098481,           0.0026118,            0.002266,           0.0049312,           0.0049312,           0.0049312
                 258,            0.017501,           0.0061468,           0.0031777,             0.99749,                   1,               0.995,             0.94483,            0.012786,            0.002677,            0.002264,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019468,           0.0061584,           0.0032912,             0.99737,                   1,               0.995,             0.91971,           0.0086129,           0.0025319,           0.0022527,           0.0048916,           0.0048916,           0.0048916
                 260,            0.016283,           0.0060341,           0.0041375,              0.9973,                   1,               0.995,             0.91454,            0.011158,           0.0026472,           0.0022409,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017274,           0.0060623,           0.0030818,             0.99742,                   1,               0.995,             0.92029,            0.012487,            0.002661,           0.0022453,            0.004852,            0.004852,            0.004852
                 262,            0.018717,           0.0054673,           0.0039587,             0.99715,                   1,               0.995,              0.9216,             0.01075,           0.0027076,           0.0022351,           0.0048322,           0.0048322,           0.0048322
                 263,            0.017165,           0.0055784,           0.0029801,             0.99727,                   1,               0.995,             0.93683,            0.011447,           0.0026487,           0.0022314,           0.0048124,           0.0048124,           0.0048124
                 264,            0.017284,           0.0060665,           0.0034817,             0.99725,                   1,               0.995,             0.93987,            0.011034,           0.0025917,            0.002223,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017789,           0.0057377,           0.0032727,             0.99719,                   1,               0.995,             0.91275,           0.0097959,           0.0025598,           0.0022275,           0.0047728,           0.0047728,           0.0047728
                 266,            0.016962,           0.0053588,           0.0032011,             0.99708,                   1,               0.995,             0.91975,            0.011193,           0.0027486,           0.0022255,            0.004753,            0.004753,            0.004753
                 267,            0.017363,           0.0059353,           0.0028991,             0.99728,                   1,               0.995,             0.92219,           0.0087401,           0.0024599,           0.0022235,           0.0047332,           0.0047332,           0.0047332
                 268,            0.016757,           0.0062562,           0.0031662,             0.99739,                   1,               0.995,             0.90429,              0.0122,           0.0027517,           0.0022188,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018427,           0.0061283,           0.0029911,             0.99731,                   1,               0.995,             0.91074,            0.010572,           0.0024579,           0.0022082,           0.0046936,           0.0046936,           0.0046936
                 270,            0.020518,           0.0063374,           0.0042068,             0.99739,                   1,               0.995,             0.90014,            0.012302,           0.0026636,           0.0022095,           0.0046738,           0.0046738,           0.0046738
                 271,            0.015818,           0.0064805,           0.0032244,             0.99717,                   1,               0.995,             0.90173,           0.0081767,           0.0024718,           0.0021972,            0.004654,            0.004654,            0.004654
                 272,            0.016078,           0.0051952,           0.0027957,             0.99721,                   1,               0.995,             0.90269,            0.011123,           0.0025184,           0.0021915,           0.0046342,           0.0046342,           0.0046342
                 273,            0.016791,           0.0055187,           0.0040363,             0.99719,                   1,               0.995,             0.91733,           0.0099169,           0.0024843,           0.0021774,           0.0046144,           0.0046144,           0.0046144
                 274,            0.016745,           0.0059092,           0.0039665,             0.99728,                   1,               0.995,             0.90256,            0.010675,           0.0025017,           0.0021585,           0.0045946,           0.0045946,           0.0045946
                 275,            0.015755,           0.0060652,           0.0038034,             0.99731,                   1,               0.995,             0.94491,           0.0084964,           0.0023886,           0.0021433,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014322,           0.0054397,           0.0029169,             0.99737,                   1,               0.995,             0.91083,            0.010176,           0.0025552,           0.0021409,            0.004555,            0.004555,            0.004555
                 277,            0.017473,           0.0059685,           0.0027764,             0.99747,                   1,               0.995,              0.8978,            0.010498,           0.0025136,           0.0021248,           0.0045352,           0.0045352,           0.0045352
                 278,            0.018192,            0.006095,           0.0040369,             0.99754,                   1,               0.995,             0.90053,            0.011064,            0.002562,           0.0021261,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017678,           0.0055047,           0.0028056,             0.99752,                   1,               0.995,             0.89244,            0.010417,           0.0024229,           0.0021118,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018362,           0.0058984,           0.0027535,             0.99759,                   1,               0.995,             0.89999,             0.01086,           0.0025618,           0.0021152,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016645,           0.0068788,           0.0030102,              0.9977,                   1,               0.995,             0.92592,            0.010455,            0.002419,           0.0021177,            0.004456,            0.004456,            0.004456
                 282,            0.019512,           0.0056318,           0.0032843,             0.99781,                   1,               0.995,              0.8962,            0.011316,           0.0024679,           0.0020969,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018371,           0.0065239,           0.0031297,             0.99775,                   1,               0.995,             0.93951,           0.0084994,           0.0023535,           0.0020842,           0.0044164,           0.0044164,           0.0044164
                 284,            0.016616,           0.0071507,           0.0028767,             0.99801,                   1,               0.995,             0.90728,            0.009129,           0.0023562,           0.0020727,           0.0043966,           0.0043966,           0.0043966
                 285,             0.01582,           0.0064476,           0.0026668,             0.99811,                   1,               0.995,             0.92297,            0.010815,           0.0024017,           0.0020536,           0.0043768,           0.0043768,           0.0043768
                 286,            0.017663,           0.0057087,           0.0032476,              0.9981,                   1,               0.995,              0.8924,            0.011352,           0.0024717,           0.0020348,            0.004357,            0.004357,            0.004357
                 287,            0.019266,           0.0054108,           0.0030462,             0.99808,                   1,               0.995,             0.93879,           0.0086302,           0.0023143,            0.002034,           0.0043372,           0.0043372,           0.0043372
                 288,             0.01449,           0.0055098,           0.0031319,             0.99803,                   1,               0.995,             0.92717,            0.010482,           0.0024382,           0.0020226,           0.0043174,           0.0043174,           0.0043174
                 289,             0.01624,           0.0056318,           0.0024988,               0.998,                   1,               0.995,             0.89843,            0.010629,           0.0024009,           0.0020216,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019479,           0.0064156,           0.0026096,              0.9978,                   1,               0.995,             0.94466,            0.010177,           0.0024166,           0.0020146,           0.0042778,           0.0042778,           0.0042778
                 291,            0.016965,           0.0059302,            0.003756,             0.99809,                   1,               0.995,              0.9111,             0.00871,           0.0023836,           0.0020119,            0.004258,            0.004258,            0.004258
                 292,            0.017369,           0.0057036,           0.0026904,             0.99809,                   1,               0.995,             0.91466,           0.0093373,           0.0023336,           0.0020046,           0.0042382,           0.0042382,           0.0042382
                 293,            0.015967,           0.0050595,           0.0024879,             0.99797,                   1,               0.995,             0.91122,            0.010262,           0.0024506,           0.0020155,           0.0042184,           0.0042184,           0.0042184
                 294,            0.019653,           0.0055158,           0.0035081,               0.998,                   1,               0.995,             0.91353,            0.010421,           0.0024214,           0.0020235,           0.0041986,           0.0041986,           0.0041986
                 295,            0.016035,           0.0054931,           0.0027406,             0.99789,                   1,               0.995,             0.90686,           0.0080752,           0.0023243,           0.0020422,           0.0041788,           0.0041788,           0.0041788
                 296,            0.014907,           0.0051211,            0.002542,             0.99787,                   1,               0.995,             0.92417,           0.0096542,           0.0023732,            0.002034,            0.004159,            0.004159,            0.004159
                 297,            0.017371,           0.0058296,           0.0026506,             0.99788,                   1,               0.995,             0.90717,           0.0084264,           0.0023914,           0.0020374,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015293,           0.0059253,           0.0025981,             0.99781,                   1,               0.995,             0.92628,           0.0089356,           0.0023418,           0.0020372,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016062,            0.005913,            0.002694,             0.99786,                   1,               0.995,             0.89992,            0.010414,           0.0024807,           0.0020346,           0.0040996,           0.0040996,           0.0040996
                 300,            0.017851,           0.0062986,            0.003223,             0.99757,                   1,               0.995,             0.92395,           0.0090714,           0.0022852,           0.0020363,           0.0040798,           0.0040798,           0.0040798
                 301,             0.01678,           0.0060317,           0.0025883,             0.99766,                   1,               0.995,             0.91933,           0.0091505,           0.0024286,           0.0020411,             0.00406,             0.00406,             0.00406
                 302,            0.017033,           0.0062217,           0.0028713,             0.99799,                   1,               0.995,             0.91446,           0.0092714,           0.0024121,           0.0020416,           0.0040402,           0.0040402,           0.0040402
                 303,            0.016308,           0.0052775,           0.0034166,             0.99696,                   1,               0.995,             0.91995,           0.0082857,            0.002361,           0.0020394,           0.0040204,           0.0040204,           0.0040204
                 304,            0.014342,           0.0050939,           0.0029472,             0.99772,                   1,               0.995,             0.95832,           0.0086792,           0.0024011,           0.0020344,           0.0040006,           0.0040006,           0.0040006
                 305,            0.013801,           0.0056267,           0.0025987,             0.99765,                   1,               0.995,             0.93317,           0.0085857,           0.0023293,           0.0020193,           0.0039808,           0.0039808,           0.0039808
                 306,            0.015719,           0.0049684,            0.005477,             0.99755,                   1,               0.995,              0.9189,           0.0098613,           0.0024364,            0.001995,            0.003961,            0.003961,            0.003961
                 307,            0.016454,           0.0056801,           0.0027655,             0.99778,                   1,               0.995,             0.92809,            0.008657,           0.0023986,           0.0019783,           0.0039412,           0.0039412,           0.0039412
                 308,            0.015886,            0.005428,           0.0031511,             0.99785,                   1,               0.995,             0.91714,           0.0091017,            0.002394,           0.0019479,           0.0039214,           0.0039214,           0.0039214
                 309,            0.016726,           0.0057264,           0.0029034,              0.9979,                   1,               0.995,             0.92022,            0.011038,           0.0024132,            0.001939,           0.0039016,           0.0039016,           0.0039016
                 310,            0.016171,           0.0055551,            0.002602,             0.99802,                   1,               0.995,             0.93217,           0.0084422,            0.002489,           0.0019268,           0.0038818,           0.0038818,           0.0038818
                 311,            0.016201,           0.0057501,           0.0028692,             0.99796,                   1,               0.995,             0.91213,            0.011985,           0.0024555,           0.0019152,            0.003862,            0.003862,            0.003862
